ime;pivovarna;vrsta;velikost;stopnja_alkohola;drzava;cena;opis
Alphabet Brewing Charlie Don't Surf;Alphabet Brewing Co;IPA (India Pale Ale) Beer;0.33;4.0;England;2.4;Charlie don't surf, but it certainly looks like these kittens on this snazzily designed can are considering it. We love the smell of IPA in the morning... Smells like... Well, beer.
Vocation Pure Pilsner;Vocation Brewery;Lager / Pilsner Beer;0.33;4.5;England;2.5;Classic Czech style Pilsner from West Yorkshire brewery Vocation, made with traditional Pilsner malt and European hops.
St-Feuillien Saison;Brasserie St-Feuillien;Saison Beer;0.33;6.5;Belgium;2.5;Traditional Belgian farmhouse ale from Brasserie St-Feuillien, which undergoes secondary fermentation in the bottle, thus creating a full bodied, spicy ale.
And Union Unfiltered Lager Can;And Union;Lager / Pilsner Beer;0.33;5.0;Germany;2.8;Those folks at And Union know what they're doing, as evidenced by this full-flavoured old-school lager. Brewed for six weeks, the malty drop is the ideal companion for meat, seafood and spicy snacks.
And Union Sunday Pale Ale Can;And Union;Pale Ale Beer;0.33;5.5;Germany;2.92;An easy sipper from And Union, bursting at the seams with refreshing tropical fruits and a resinous mouthfeel. As the team says, 'don't let Mondays ruin your Sundays'.
Yeastie Boys Digital IPA Can;Yeastie Boys;IPA (India Pale Ale) Beer;0.33;5.7;New Zealand;3.3;A classic Kiwi IPA from the New Zealand-based Yeastie Boys team. An ode to classic IPA, Digital is made with late kettle hopping and very little dry hopping resulting in a clean, bold drop.
Howling Hops IPA New England Special;Howling Hops Brewery;IPA (India Pale Ale) Beer;0.33;6.9;England;3.3;Brewed in a large Victorian warehouse in London's Hackney Wick, Howling Hops IPA New England Special is a blend of Mosaic, Motueka and Citra hops which combine for a juicy pour on the sweeter side.
Anchor Steam Beer Dry Hopped;Anchor Brewing Co.;Lager / Pilsner Beer;0.36;5.4;United States;2.84;Anchor Steam Beer is one of the most well known American craft beers around.
Brooklyn Summer Ale Can;Brooklyn Brewery;Pale Ale Beer;0.36;5.0;United States;2.8;A refreshing pale ale all the way from Brooklyn, made with a quartet of popular hops including Cascade, Amarillo, Ahtanum and Willamette.
Flying Dog Summer Rental Radler;Flying Dog Brewery;Lager / Pilsner Beer;0.36;4.5;United States;2.86;A easy-drinking beer from Flying Dog, based around a lager recipe and brewed with grapefruit and passion fruit.
Hitachino Nest Ginger Ale;Kiuchi Brewery;Spiced Beer;0.33;8.0;Japan;4.4;A refreshing, zesty Ginger Ale from Japan's Hitachino Nest range.
Weird Beard Sour Rangers;Weird Beard Brew Company;Wheat / Wit / White Beer;0.33;2.6;England;2.84;There's plenty to love about Weird Beard Sour Rangers, so we've made a little list to make things a bit simpler.\r\n1. It's a terrifically tart apricot Berliner Weisse style brew.\r\n2.
Beavertown Tempus Project Barrel Aged Applelation;Beavertown;Cask-Aged Beer;0.38;10.0;England;11.02;A barrel-aged edition of Beavertown's Applelation Bramley Apple Saison, released for their very exciting Tempus range.
Gipsy Hill Ranger Pale Ale;Gipsy Hill Brewing Company;Pale Ale Beer;0.33;3.6;England;2.84;From south east London's Gipsy Hill Brewing Company comes their Ranger Park Pale Ale - the perfect treat for enjoying during a sunny picnic.
Brouwerij De Molen Sun & Moon;Brouwerij de Molen;Stout Beer;0.33;10.0;Netherlands;5.0;A very intriguing collaboration of Brouwerij de Molen in The Netherlands and Tempest Brewing. Sun & Moon is an Umami Imperial Stout brewed with Shitake, miso and salted seaweed!
Uiltje F*ck The Caravan is on Fire!;Uiltje Brewing Company;Wheat / Wit / White Beer;0.33;5.5;Netherlands;3.46;If owls are so super smart, how come this one set its caravan on fire? Also, who allowed an owl to buy a caravan? Also also, where did this owl learn such filthy language?!
Uiltje Grandma’s Cooking Recipe Vol. 2;Uiltje Brewing Company;Wheat / Wit / White Beer;0.33;5.5;Netherlands;3.34;No one cooks like Grandma - specially if she's an anthropomorphic Dutch owl with a penchant for cakes and beer. From Uiltje Brewing in The Netherlands comes Grandma’s Cooking Recipe Vol.
Kees Raspberry Cream Ale;Brouwerij Kees;Fruit Beer;0.33;6.5;Netherlands;2.95;Brouwerij Kees and Cloudwater put their heads together to create this lip-smacking Raspberry Cream Ale! Just the ticket for picnics and pudding pairings...
Brouwerij De Molen Magic & Tricks;Brouwerij de Molen;IPA (India Pale Ale) Beer;0.33;8.4;Netherlands;5.0;A particularly punchy double IPA, collaboratively made by Dutch brewers Brouwerij De Molen and Huddersfield's very own Magic Rock Brewing.
Uiltje Sunshine? Yes Please!;Uiltje Brewing Company;IPA (India Pale Ale) Beer;0.33;3.6;Netherlands;2.92;Sessionable Dutch IPA from Uiltje Brewing in Haarlem. As you might expect from its name, this one is perfect for enjoying on a bright evening in the summer.
Five Points Citrus Pale;The Five Points Brewing Co;Pale Ale Beer;0.33;4.2;England;2.92;A collaboration between The Five Points Brewing Company and Field Day, this citrus pale ale will feature one of Astrid, Ludo, Noodles, Polly and Scooby on each can.
BrewDog Hop Fiction Can;BrewDog;APA (American Pale Ale) Beer;0.33;5.2;Scotland;2.24;BrewDog's Hop Fiction, now available in a can! Get your grubby mitts on one of these metallic cylinders if you're the sort of person that likes their beers with intensely fruity hop notes.
BrewDog Electric India Can;BrewDog;Saison Beer;0.33;5.2;Scotland;2.24;A blend of beer styles from Scotland's BrewDog - their Electric India expression blurs the lines between American IPA and Belgian saison, and also features helpings of heather honey and crushed
BrewDog Nine to Five Wizard;BrewDog;Wheat / Wit / White Beer;0.33;7.5;Scotland;3.14;Some people say that those chaps from BrewDog are wizards. There might be a touch of truth to that, and their Nine to Five Wizard is perhaps an admission of wizardly-ness.
Wild Beer Rooting Around (Summer);The Wild Beer Co;Sour / Lambic Beer;0.33;6.0;England;3.62;Rooting Around Summer is a barrel aged sour beer from Somerset’s The Wild Beer Co. brewed for a chosen season.
Uiltje Hoi Dit Is Hop;Uiltje Brewing Company;Pale Ale Beer;0.33;5.5;Netherlands;2.42;Single hop Pale Ale from Uiltje in The Netherlands. The name literally translates to Hi, this is hop\
Beavertown & Firestone West Side Beavo;Beavertown;Lager / Pilsner Beer;0.33;6.5;England;4.32;Beavertown & Firestone West Side Beavo is a one-off collaboration by brew-masters Logan Plant and Matt Brynildson.
Roosters Roots. Rock. Reggae.;Roosters;IPA (India Pale Ale) Beer;0.33;6.4;England;3.4;Roosters Roots. Rock. Reggae. is an IPA that’s challenges the senses with a 6.
To Øl !PA: Citra & Mosaic;To øl;IPA (India Pale Ale) Beer;0.33;7.0;Denmark;4.48;A few of you probably have no idea what any of the words in the name of this drink means. It's OK. Here's what you do.
Brew York Little Eagle;Brew York;IPA (India Pale Ale) Beer;0.33;4.5;England;2.9;Brew York Little Eagle is a beer that looks to break the mould, boasting a full body and punchy flavour with only 4.5% ABV.
Brew York X-Panda;Brew York;IPA (India Pale Ale) Beer;0.33;4.5;England;3.08;Using the same Brew York core malt recipe, X-Panda is the result of hop-heavy experimentation and combinations to create this session IPA that ranks at 4.5% ABV.
First Chop MCR;First Chop Brewing;Bitter Beer;0.33;4.4;England;2.54;Modern Manchester bitter brewed at 4.4% for the Manchester Beer Festival in 2015, this can is given the classic First Chop treatment - it's packed full of hops and is gluten-free.
First Chop RED;First Chop Brewing;Red Ale Beer;0.33;4.6;England;2.64;This First Chop RED is, wait - you guessed it, a red ale from First Chop Brewing Arm.
First Chop SYL;First Chop Brewing;IPA (India Pale Ale) Beer;0.33;6.2;England;3.04;SYL is Black IPA that's gluten-free and teaming with hops, which means it could only be from Salford-based brewers First Chop.
Magic Rock Amanecer Mexicano;Magic Rock Brewing;Gose Beer;0.33;5.8;England;2.94;Part of the 2017 Rainbow Project, Magic Rock Amanecer Mexicano was inspired by the colour red and the style and sensibilities of Casita Cerveceria, a brewery that’s all about Mexican-style beer.
Magic Rock Fantasma;Magic Rock Brewing;IPA (India Pale Ale) Beer;0.33;6.5;England;3.0;This particularly excellent Citra IPA from Magic Rock Brewing in Huddersfield combines hops bittered with Magnum in its trusty kettle and Citra T90, bittered in the whirlpool and in dry-hopping.
Moor Beer Company Return of the Empire;Moor Beer Company;IPA (India Pale Ale) Beer;0.33;5.7;England;3.3;Moor Beer Company's Return of the Empire showcases the Jester hop - a newcomer in the world of hops, and a particularly tasty one at that!
Weird Beard Master of Nuggets;Weird Beard Brew Company;Dark Ale Beer;0.33;7.0;England;3.32;A single hop brown ale from the Weird Beard Co., produced using the nugget hop variety. Particularly spicy and lively - not exactly what you're expecting from a brown ale.
Mikkeller Raspberry Trippelbock Barrel Aged;Mikkeller;Cask-Aged Beer;0.38;13.1;Denmark;16.62;Those Mikkeller chaps have taken their Mikkeller Raspberry Trippelbock and aged it!
Adnams Jack Brand Dry Hopped Lager;Adnams;Lager / Pilsner Beer;0.33;4.2;England;1.5;Given that this was the first lager ever brewed at Adnams, it was important to the brand that years of experience was applied to create something that stood apart from regular lager - a beer that
American Craft IPA Gift Pack;James Clay;IPA (India Pale Ale) Beer;2.84;5.8;England;19.78;This handy flavour of American craft brewing comes with 8 cans of craft IPA!
Hitachino Nest White Ale Gift Pack (3 x 35cl);Kiuchi Brewery;Wheat / Wit / White Beer;1.05;5.5;Japan;13.84;From Kiuchi Brewery, Hitachino Nest White Ale is created in the form of traditional Belgian style white beer with a refreshing, mildly hopped and complex flavour.
Hofbräu Original Gift Pack with Stein;Hofbräu München;Lager / Pilsner Beer;2.0;5.1;Germany;17.59;Brilliant Bavarian beer, with a stein to match. This gift pack from Hofbräu München contains four 50cl bottles of their Hofbräu Original lager alongside a branded stein to enjoy said beer from!
BrewDog Hoppy Christmas;BrewDog;IPA (India Pale Ale) Beer;0.33;7.2;Scotland;3.2;Those chaps at BrewDog know exactly what you want to find wrapped up under the Christmas tree - beer! They've made their very own festive IPA named Hoppy Christmas (Ho ho ho - very clever!
BrewDog Abstrakt AB:23;BrewDog;Barley Wine Beer;0.38;11.5;Scotland;14.21;The latest Abstrakt release is an American barley wine that spent nearly two years maturing in bourbon whiskey casks in the BrewDog Ellon barrel store, bringing out an array of flavours and textures
BrewDog Hop Shot;BrewDog;IPA (India Pale Ale) Beer;0.11;20.0;Scotland;7.48;Hop Shot is an experiment in ice-distillation, with Antarctic temperatures applied to the brew, concentrated by removing any ice that forms.
Gipsy Hill Karoshi Double IPA;Gipsy Hill Brewing Company;IPA (India Pale Ale) Beer;0.33;8.0;England;3.31;The first solo Double IPA from Gipsy Hill, Karoshi is a composition of organic yeast strain from Portland blended with a wild saccaromyces strain and El Dorado, Mouteka and Nelson Saving hops.
Moor Beer Company JJJ;Moor Beer Company;Pale Ale Beer;0.33;9.0;England;5.26;While this IPA was created in Bristol’s Moor Brewery, founder and head brewer Justin Hawke was actually joined by James & Josh from the Queen’s Arms, Corton Denham, to craft this effort, hence the
Stillwater A Saison Darkly;Stillwater Artisanal;Saison Beer;0.36;8.0;United States;5.02;Even though Stillwater Artisanal Ales are based in Maryland, United States, this dark saison was brewed at Sint Canarus, a house brewery in Gottem, Belgium in association with brewmaster mister Piet
Thornbridge Days of Creation;Thornbridge Brewery;Sour / Lambic Beer;0.38;7.0;England;10.22;Days of Creation is the second iteration of a project Thornbridge have been working on for a number of years, one to create a modern sour ale, aged in barrels, that possessed the depth and range of
Curious Brew;Chapel Down;Lager / Pilsner Beer;0.33;4.7;England;2.2;You may know the folks from English winery Chapel Down for their fantastic selection of sparkling wines, but they've also got some other sparkling treats for you to enjoy - namely, beer!
Curious IPA;Chapel Down;IPA (India Pale Ale) Beer;0.33;4.4;England;2.2;Not happy with the beers available on the market, the folks from Chapel Down winery in Kent decided there was just one thing for it - they'd better make their own!
Curious Porter;Chapel Down;Porter Beer;0.33;4.4;England;2.2;This beautiful nutty black beer is brewed using classic English hops, Bramling Cross and Challenger and chocolate malt, which are then matured with winemakers vanilla oak chips.
Paulaner Münchner Hell 33cl;Paulaner Brauerei;Lager / Pilsner Beer;0.33;4.9;Germany;1.98;This little guy is the handy-sized companion to the classic Munich lager from Paulaner Brauerei, the 500ml Paulaner Münchner Hell, also stocked at MoM towers (because we're awesome).
Früh Kölsch;Fruh;Alt, Kolsch Beer;0.5;4.8;Germany;2.9;A refreshing, clear and unpasteurised ale with a style distinctive to Cologne, 'Kölsch', which is protected by law.
BrewDog Punk IPA Can;BrewDog;IPA (India Pale Ale) Beer;0.33;5.6;Scotland;1.79;This fresh, full-flavoured natural beer is a tribute to classic IPAs, the post modern twist of the addition of fruity hops adds tropical fruit to the sharp bitter finish of this 5.
Brewdog Kingpin Lager Can;BrewDog;Lager / Pilsner Beer;0.33;4.7;Scotland;1.81;The Kingpin lager is cold-condition and brewed with Magnum and Perle hops along with Cara, Munich, Pale and Pilsner malts for an ambitious and delicious larger.
Howling Hops New Zealand Special;Howling Hops Brewery;IPA (India Pale Ale) Beer;0.33;6.9;England;2.57;A small batch IPA aimed at showcasing the range of bold, tasty hops that are available in New Zealand, this little beauty is packed with Riwaka, Motueka and Kohatu hops and is bursting with flavour.
Adnams Jack Brand Clementine Pale Ale;Adnams;Pale Ale Beer;0.33;4.8;England;2.54;A limited edition beer from the folk at Adnams, Clementine Pale Ale is the result of an experiment by head brewer Fergus Fitzgerald.
Adnams Jack Brand Mosaic Pale Ale;Adnams;Pale Ale Beer;0.33;4.1;England;2.3;A dream of a beer, Adnams Mosaic Pale Ale is bold and fruity, yet with a dry finish bursting with cereal loveliness.
Adnams Sole Star;Adnams;Pale Ale Beer;0.5;0.9;England;2.54;If you fancy cutting down your alcohol consumption a bit but don't fancy completely eliminating tasty beer from your life, Adnams have just the thing for you - Sole Star!
Adnams Broadside;Adnams;Bitter Beer;0.5;6.3;England;3.24;The classic Adnams Broadside, which was first brewed in 1972 to commemorate the battle of Sole Bay fought against the Dutch Republic in 1672, three hundred years earlier, just off the Southwold coast,
